word,pos_tf,bdc,pos_tf_bdc
这部分,0.95,0.39,0.37
折,0.95,0.39,0.37
赵,0.95,0.39,0.37
帐篷,0.95,0.39,0.37
掌声,0.95,0.39,0.37
张掖,0.95,0.39,0.37
展品,0.95,0.39,0.37
展具,0.95,0.39,0.37
炸,0.95,0.39,0.37
扎,0.95,0.39,0.37
造就,0.95,0.39,0.37
在所难免,0.95,0.39,0.37
再加,0.95,0.39,0.37
越过,0.95,0.39,0.37
月份,0.95,0.39,0.37
圆滑,0.95,0.39,0.37
原本,1.9,0.2,0.37
渊源,0.95,0.39,0.37
御用,0.95,0.39,0.37
余地,0.95,0.39,0.37
幼儿园,0.95,0.39,0.37
有用,0.95,0.39,0.37
有模有样,0.95,0.39,0.37
有劲,0.95,0.39,0.37
由此可见,0.95,0.39,0.37
优美,0.95,0.39,0.37
用量,0.95,0.39,0.37
哟,0.95,0.39,0.37
引爆,0.95,0.39,0.37
引,0.95,0.39,0.37
银子,0.95,0.39,0.37
音频,0.95,0.39,0.37
意愿,0.95,0.39,0.37
易于,0.95,0.39,0.37
以至于,0.95,0.39,0.37
已有,1.9,0.2,0.37
衣服,0.95,0.39,0.37
一年一度,0.95,0.39,0.37
一聊,0.95,0.39,0.37
一经,0.95,0.39,0.37
一分钱,0.95,0.39,0.37
一筹,0.95,0.39,0.37
液压,1.9,0.2,0.37
也已,0.95,0.39,0.37
耀世,0.95,0.39,0.37
养护,0.95,0.39,0.37
养,0.95,0.39,0.37
沿海,0.95,0.39,0.37
延长,0.95,0.39,0.37
阉割,0.95,0.39,0.37
询价,0.95,0.39,0.37
绚丽,0.95,0.39,0.37
选错,0.95,0.39,0.37
宣示,0.95,0.39,0.37
修正,0.95,0.39,0.37
凶悍,0.95,0.39,0.37
星级,0.95,0.39,0.37
星光,0.95,0.39,0.37
新奇,0.95,0.39,0.37
心弦,0.95,0.39,0.37
写出,0.95,0.39,0.37
小子,0.95,0.39,0.37
肖勇,0.95,0.39,0.37
相关,1.9,0.19,0.37
相得益彰,0.95,0.39,0.37
相差无几,0.95,0.39,0.37
现如今,0.95,0.39,0.37
现阶段,0.95,0.39,0.37
吓一跳,0.95,0.39,0.37
细长,0.95,0.39,0.37
物理,0.95,0.39,0.37
无畏,0.95,0.39,0.37
纹理,0.95,0.39,0.37
胃口,0.95,0.39,0.37
围绕,0.95,0.39,0.37
为数不多,0.95,0.39,0.37
微调,0.95,0.39,0.37
威旺,0.95,0.39,0.37
威猛,0.95,0.39,0.37
旺季,0.95,0.39,0.37
往后,0.95,0.39,0.37
玩车,0.95,0.39,0.37
完赛,0.95,0.39,0.37
弯路,0.95,0.39,0.37
外置,0.95,0.39,0.37
托,0.95,0.39,0.37
推荐,26.66,0.01,0.37
途经,0.95,0.39,0.37
透出,0.95,0.39,0.37
同一个,0.95,0.39,0.37
同是,0.95,0.39,0.37
同色,0.95,0.39,0.37
同期相比,0.95,0.39,0.37
同类,0.95,0.39,0.37
同档次,0.95,0.39,0.37
通通,0.95,0.39,0.37
听觉,0.95,0.39,0.37
贴近,0.95,0.39,0.37
特大,0.95,0.39,0.37
堂弟,0.95,0.39,0.37
唐山,0.95,0.39,0.37
谈及,0.95,0.39,0.37
琐碎,0.95,0.39,0.37
索性,0.95,0.39,0.37
所示,0.95,0.39,0.37
损耗,0.95,0.39,0.37
塑造成,0.95,0.39,0.37
诉求,0.95,0.39,0.37
四辐式,0.95,0.39,0.37
说完,0.95,0.39,0.37
顺势,0.95,0.39,0.37
帅呆了,0.95,0.39,0.37
数据线,0.95,0.39,0.37
数据分析,0.95,0.39,0.37
瘦,0.95,0.39,0.37
受众,0.95,0.39,0.37
寿命,0.95,0.39,0.37
手创,0.95,0.39,0.37
是用,0.95,0.39,0.37
拭目以待,0.95,0.39,0.37
市场部,0.95,0.39,0.37
实质,0.95,0.39,0.37
实验室,0.95,0.39,0.37
十分相似,0.95,0.39,0.37
湿滑,0.95,0.39,0.37
狮,0.95,0.39,0.37
盛大,0.95,0.39,0.37
胜利,0.95,0.39,0.37
生活馆,0.95,0.39,0.37
生存,0.95,0.39,0.37
审视,0.95,0.39,0.37
审美观,0.95,0.39,0.37
审车,0.95,0.39,0.37
深处,0.95,0.39,0.37
身为,0.95,0.39,0.37
设有,0.95,0.39,0.37
奢侈品,0.95,0.39,0.37
少见,0.95,0.39,0.37
烧烤,0.95,0.39,0.37
尚,0.95,0.39,0.37
擅长,0.95,0.39,0.37
塞,0.95,0.39,0.37
蠕墨,0.95,0.39,0.37
认知,0.95,0.39,0.37
认同,0.95,0.39,0.37
人工智能,0.95,0.39,0.37
绕桩,0.95,0.39,0.37
确立,0.95,0.39,0.37
缺席,0.95,0.39,0.37
缺,0.95,0.39,0.37
全文,0.95,0.39,0.37
取自,0.95,0.39,0.37
区间,11.43,0.03,0.37
情,0.95,0.39,0.37
倾情,0.95,0.39,0.37
亲戚家,0.95,0.39,0.37
抢先,0.95,0.39,0.37
强力,0.95,0.39,0.37
潜水,0.95,0.39,0.37
潜力,0.95,0.39,0.37
前任,0.95,0.39,0.37
汽贸,0.95,0.39,0.37
奇妙,0.95,0.39,0.37
破坏,0.95,0.39,0.37
评定,0.95,0.39,0.37
平庸,1.9,0.2,0.37
平视,0.95,0.39,0.37
平均水平,0.95,0.39,0.37
平静,0.95,0.39,0.37
配上,0.95,0.39,0.37
配到,0.95,0.39,0.37
派出,0.95,0.39,0.37
拍打,0.95,0.39,0.37
欧巴,0.95,0.39,0.37
女子高尔夫,0.95,0.39,0.37
宁可,0.95,0.39,0.37
脑袋,0.95,0.39,0.37
南北,0.95,0.39,0.37
耐心,0.95,0.39,0.37
那样,11.43,0.03,0.37
默默,0.95,0.39,0.37
墨镜,0.95,0.39,0.37
抹,0.95,0.39,0.37
魔,0.95,0.39,0.37
摸索,0.95,0.39,0.37
民间,0.95,0.39,0.37
面包,0.95,0.39,0.37
美景,0.95,0.39,0.37
没去,0.95,0.39,0.37
买买,0.95,0.39,0.37
买房子,0.95,0.39,0.37
买车,33.33,0.01,0.37
马车,0.95,0.39,0.37
略胜一筹,0.95,0.39,0.37
露脸,0.95,0.39,0.37
路程,0.95,0.39,0.37
卤素,1.9,0.2,0.37
留给,0.95,0.39,0.37
刘先生,0.95,0.39,0.37
溜达,0.95,0.39,0.37
菱形,0.95,0.39,0.37
烈日,0.95,0.39,0.37
列为,0.95,0.39,0.37
练手,0.95,0.39,0.37
里程碑,0.95,0.39,0.37
雷车,0.95,0.39,0.37
雷,0.95,0.39,0.37
了近,0.95,0.39,0.37
蓝海,0.95,0.39,0.37
来源于,0.95,0.39,0.37
来头,0.95,0.39,0.37
辣,0.95,0.39,0.37
魁梧,0.95,0.39,0.37
块,0.95,0.39,0.37
跨,0.95,0.39,0.37
酷爱,0.95,0.39,0.37
刻意,0.95,0.39,0.37
渴望,0.95,0.39,0.37
可言,0.95,0.39,0.37
扛,0.95,0.39,0.37
看来看去,0.95,0.39,0.37
坎坷,0.95,0.39,0.37
开锁,0.95,0.39,0.37
开封,0.95,0.39,0.37
开得,0.95,0.39,0.37
军工,0.95,0.39,0.37
巨型,0.95,0.39,0.37
旧车,0.95,0.39,0.37
旧,1.9,0.2,0.37
九大,0.95,0.39,0.37
镜,0.95,0.39,0.37
静静地,0.95,0.39,0.37
竞技,0.95,0.39,0.37
警告,0.95,0.39,0.37
精华,0.95,0.39,0.37
近几年,0.95,0.39,0.37
进展,0.95,0.39,0.37
金牌,0.95,0.39,0.37
今天下午,0.95,0.39,0.37
界中,0.95,0.39,0.37
界里,0.95,0.39,0.37
姐姐,0.95,0.39,0.37
捷达车,0.95,0.39,0.37
节假日,0.95,0.39,0.37
接受度,0.95,0.39,0.37
接收,0.95,0.39,0.37
教师,0.95,0.39,0.37
叫嚣,0.95,0.39,0.37
降幅,0.95,0.39,0.37
讲讲,0.95,0.39,0.37
江门,0.95,0.39,0.37
剑,0.95,0.39,0.37
简,0.95,0.39,0.37
减小,0.95,0.39,0.37
艰辛,0.95,0.39,0.37
驾龄,0.95,0.39,0.37
价值观,0.95,0.39,0.37
价格优势,0.95,0.39,0.37
加宽,0.95,0.39,0.37
迹象,0.95,0.39,0.37
纪实,0.95,0.39,0.37
藉此,0.95,0.39,0.37
集,0.95,0.39,0.37
极力,0.95,0.39,0.37
极了,0.95,0.39,0.37
激战,0.95,0.39,0.37
基金,0.95,0.39,0.37
基本相同,0.95,0.39,0.37
鸡,0.95,0.39,0.37
机智,0.95,0.39,0.37
获奖,0.95,0.39,0.37
货色,0.95,0.39,0.37
活泼可爱,0.95,0.39,0.37
浑身,0.95,0.39,0.37
婚,0.95,0.39,0.37
会上,0.95,0.39,0.37
化妆镜,0.95,0.39,0.37
化繁为简,0.95,0.39,0.37
华通,0.95,0.39,0.37
花样,0.95,0.39,0.37
忽视,0.95,0.39,0.37
红旗轿车,0.95,0.39,0.37
亨利,0.95,0.39,0.37
很浓,0.95,0.39,0.37
好不容易,0.95,0.39,0.37
行列,0.95,0.39,0.37
夯实,0.95,0.39,0.37
汗马功劳,0.95,0.39,0.37
寒酸,0.95,0.39,0.37
孩,0.95,0.39,0.37
过得去,0.95,0.39,0.37
国企,0.95,0.39,0.37
国际化,0.95,0.39,0.37
广角,0.95,0.39,0.37
管路,0.95,0.39,0.37
管控,0.95,0.39,0.37
关上,0.95,0.39,0.37
瓜,0.95,0.39,0.37
骨子里,0.95,0.39,0.37
骨架,0.95,0.39,0.37
购入,1.9,0.2,0.37
攻势,0.95,0.39,0.37
根基,0.95,0.39,0.37
各款,0.95,0.39,0.37
各个方面,0.95,0.39,0.37
各方,0.95,0.39,0.37
高质量,0.95,0.39,0.37
高调,0.95,0.39,0.37
高能,0.95,0.39,0.37
高尔夫运动,0.95,0.39,0.37
高档轿车,0.95,0.39,0.37
感悟,0.95,0.39,0.37
感官,0.95,0.39,0.37
赶超,0.95,0.39,0.37
改改,0.95,0.39,0.37
赋予,0.95,0.39,0.37
负担,0.95,0.39,0.37
父辈,0.95,0.39,0.37
幅,0.95,0.39,0.37
服,0.95,0.39,0.37
佛山,0.95,0.39,0.37
风靡,0.95,0.39,0.37
风景线,0.95,0.39,0.37
分体式,0.95,0.39,0.37
分时,0.95,0.39,0.37
非洲,0.95,0.39,0.37
非得,0.95,0.39,0.37
放进去,0.95,0.39,0.37
防弹,0.95,0.39,0.37
返回,0.95,0.39,0.37
反倒,0.95,0.39,0.37
烦恼,0.95,0.39,0.37
翻倒,0.95,0.39,0.37
阀门,0.95,0.39,0.37
发光,0.95,0.39,0.37
耳,0.95,0.39,0.37
多用途,0.95,0.39,0.37
多彩,0.95,0.39,0.37
盾形,0.95,0.39,0.37
对抗,0.95,0.39,0.37
独一无二,0.95,0.39,0.37
动力电池,0.95,0.39,0.37
丢失,0.95,0.39,0.37
定下,0.95,0.39,0.37
丁,0.95,0.39,0.37
地形,0.95,0.39,0.37
抵挡,0.95,0.39,0.37
灯具厂,0.95,0.39,0.37
德式,0.95,0.39,0.37
得意,0.95,0.39,0.37
挡住,0.95,0.39,0.37
当做,0.95,0.39,0.37
代价,0.95,0.39,0.37
大众一家,0.95,0.39,0.37
大雨,0.95,0.39,0.37
大手笔,0.95,0.39,0.37
大庆,0.95,0.39,0.37
大牌,0.95,0.39,0.37
大帕萨特,0.95,0.39,0.37
大街,1.9,0.2,0.37
大货,0.95,0.39,0.37
大厂,0.95,0.39,0.37
打扮,0.95,0.39,0.37
粗暴,0.95,0.39,0.37
从里到外,0.95,0.39,0.37
刺眼,0.95,0.39,0.37
次顶,0.95,0.39,0.37
此刻,0.95,0.39,0.37
此后,0.95,0.39,0.37
词汇,0.95,0.39,0.37
创立,0.95,0.39,0.37
初代,0.95,0.39,0.37
出自于,0.95,0.39,0.37
出事,0.95,0.39,0.37
出场,0.95,0.39,0.37
吃货,0.95,0.39,0.37
承袭,0.95,0.39,0.37
成正比,0.95,0.39,0.37
成长率,0.95,0.39,0.37
车讯网,0.95,0.39,0.37
车企中,0.95,0.39,0.37
车会,0.95,0.39,0.37
超辆,0.95,0.39,0.37
常熟,0.95,0.39,0.37
常识,0.95,0.39,0.37
常平,0.95,0.39,0.37
产品设计,0.95,0.39,0.37
差钱,0.95,0.39,0.37
插入,0.95,0.39,0.37
菜单,0.95,0.39,0.37
不懈,0.95,0.39,0.37
不谋而合,0.95,0.39,0.37
不可思议,0.95,0.39,0.37
不可开交,0.95,0.39,0.37
不规则,0.95,0.39,0.37
不管怎样,0.95,0.39,0.37
不敢恭维,0.95,0.39,0.37
不得了,0.95,0.39,0.37
波澜,0.95,0.39,0.37
并道,0.95,0.39,0.37
飚,0.95,0.39,0.37
标准型,0.95,0.39,0.37
辨别,0.95,0.39,0.37
避让,0.95,0.39,0.37
比喻,0.95,0.39,0.37
倍儿,0.95,0.39,0.37
爆出,0.95,0.39,0.37
报,0.95,0.39,0.37
版则,0.95,0.39,0.37
搬家,0.95,0.39,0.37
巴伐利亚,0.95,0.39,0.37
傲闯,0.95,0.39,0.37
安置,0.95,0.39,0.37
爱情,0.95,0.39,0.37
爱好,0.95,0.39,0.37
爱国,0.95,0.39,0.37
坐落于,0.95,0.38,0.36
组成部分,0.95,0.38,0.36
总冠军,0.95,0.38,0.36
宗旨,0.95,0.38,0.36
装潢,0.95,0.38,0.36
重新,12.38,0.03,0.36
制定,0.95,0.38,0.36
整整,0.95,0.38,0.36
这类,0.95,0.38,0.36
招募,0.95,0.38,0.36
责任,0.95,0.38,0.36
越做越,0.95,0.38,0.36
月底,0.95,0.38,0.36
优缺点,0.95,0.38,0.36
用以,0.95,0.38,0.36
盈利,0.95,0.38,0.36
迎,0.95,0.38,0.36
驿站,0.95,0.38,0.36
一站式,0.95,0.38,0.36
一分货,0.95,0.38,0.36
宣告,0.95,0.38,0.36
型号,1.9,0.19,0.36
星空,0.95,0.38,0.36
新三样,0.95,0.38,0.36
心爱,0.95,0.38,0.36
小帅哥,0.95,0.38,0.36
小哥,0.95,0.38,0.36
消费市场,0.95,0.38,0.36
向往,0.95,0.38,0.36
相遇,0.95,0.38,0.36
相,9.52,0.04,0.36
现实,0.95,0.38,0.36
县城,0.95,0.38,0.36
鲜明,0.95,0.38,0.36
先前,0.95,0.38,0.36
文字,0.95,0.38,0.36
温莎,0.95,0.38,0.36
为期,0.95,0.38,0.36
微粒,0.95,0.38,0.36
网页,0.95,0.38,0.36
偷,0.95,0.38,0.36
送货,0.95,0.38,0.36
四驱车,0.95,0.38,0.36
思维,0.95,0.38,0.36
使命,0.95,0.38,0.36
师兄,0.95,0.38,0.36
失控,0.95,0.38,0.36
剩,0.95,0.38,0.36
身份证,0.95,0.38,0.36
上笑,0.95,0.38,0.36
沙漠,0.95,0.38,0.36
入围,0.95,0.38,0.36
人机交互,0.95,0.38,0.36
热点,0.95,0.38,0.36
燃料,0.95,0.38,0.36
全顺,0.95,0.38,0.36
驱散,0.95,0.38,0.36
轻型,0.95,0.38,0.36
亲自,0.95,0.38,0.36
前翼子板,0.95,0.38,0.36
签约,0.95,0.38,0.36
启停,9.52,0.04,0.36
其间,0.95,0.38,0.36
评为,0.95,0.38,0.36
篇文章,0.95,0.38,0.36
匹敌,0.95,0.38,0.36
女士,0.95,0.38,0.36
年纪,0.95,0.38,0.36
那年,0.95,0.38,0.36
魔术,0.95,0.38,0.36
美容,0.95,0.38,0.36
略高于,0.95,0.38,0.36
龙膜,0.95,0.38,0.36
量身,0.95,0.38,0.36
立刻,0.95,0.38,0.36
力作,0.95,0.38,0.36
理论,0.95,0.38,0.36
了下,0.95,0.38,0.36
老王,0.95,0.38,0.36
靠谱,0.95,0.38,0.36
抗,0.95,0.38,0.36
开拓,0.95,0.38,0.36
开辆,0.95,0.38,0.36
酒,0.95,0.38,0.36
警用,0.95,0.38,0.36
近光灯,0.95,0.38,0.36
紧密,0.95,0.38,0.36
紧急,0.95,0.38,0.36
借用,0.95,0.38,0.36
街头,0.95,0.38,0.36
接触,6.67,0.05,0.36
叫做,0.95,0.38,0.36
交通工具,0.95,0.38,0.36
简化,0.95,0.38,0.36
嘉宾,0.95,0.38,0.36
加油站,0.95,0.38,0.36
技能,0.95,0.38,0.36
集合,0.95,0.38,0.36
积分,0.95,0.38,0.36
机构,0.95,0.38,0.36
机场,0.95,0.38,0.36
恢复,0.95,0.38,0.36
洪荒,0.95,0.38,0.36
恨,0.95,0.38,0.36
盒子,0.95,0.38,0.36
好玩,0.95,0.38,0.36
过瘾,0.95,0.38,0.36
过度,0.95,0.38,0.36
姑娘,0.95,0.38,0.36
巩固,0.95,0.38,0.36
格,0.95,0.38,0.36
港澳,0.95,0.38,0.36
疯狂,0.95,0.38,0.36
风头,0.95,0.38,0.36
废品,0.95,0.38,0.36
发展史,0.95,0.38,0.36
斗,0.95,0.38,0.36
碟刹,0.95,0.38,0.36
爹,0.95,0.38,0.36
电喷,0.95,0.38,0.36
低成本,0.95,0.38,0.36
道理,0.95,0.38,0.36
到处,0.95,0.38,0.36
弹簧,0.95,0.38,0.36
弹,0.95,0.38,0.36
待,0.95,0.38,0.36
大旗,0.95,0.38,0.36
搭建,0.95,0.38,0.36
窗,0.95,0.38,0.36
传说,0.95,0.38,0.36
穿越,0.95,0.38,0.36
初期,0.95,0.38,0.36
初段,0.95,0.38,0.36
出租,0.95,0.38,0.36
成交,0.95,0.38,0.36
车车,0.95,0.38,0.36
超速,0.95,0.38,0.36
插口,0.95,0.38,0.36
测评,0.95,0.38,0.36
参赛,0.95,0.38,0.36
不合理,0.95,0.38,0.36
补,0.95,0.38,0.36
标准版,0.95,0.38,0.36
奔,0.95,0.38,0.36
宝来车,0.95,0.38,0.36
俺,0.95,0.38,0.36
安利,0.95,0.38,0.36
安吉,0.95,0.38,0.36
资深,0.95,0.37,0.35
姿势,0.95,0.37,0.35
赘述,0.95,0.37,0.35
转过,0.95,0.37,0.35
瞩目,0.95,0.37,0.35
终身,0.95,0.37,0.35
志,0.95,0.37,0.35
旨在,0.95,0.37,0.35
整理,0.95,0.37,0.35
照明灯,0.95,0.37,0.35
增至,0.95,0.37,0.35
载,0.95,0.37,0.35
咋样,0.95,0.37,0.35
运动员,0.95,0.37,0.35
预约,0.95,0.37,0.35
有序,0.95,0.37,0.35
有幸,0.95,0.37,0.35
永不,0.95,0.37,0.35
应有尽有,0.95,0.37,0.35
营业,0.95,0.37,0.35
英文,0.95,0.37,0.35
银灰色,0.95,0.37,0.35
银行,0.95,0.37,0.35
以此,0.95,0.37,0.35
仪式,0.95,0.37,0.35
一时,0.95,0.37,0.35
野性,0.95,0.37,0.35
野心,0.95,0.37,0.35
也许,7.62,0.05,0.35
演变,0.95,0.37,0.35
眼花缭乱,0.95,0.37,0.35
雅士,0.95,0.37,0.35
需求量,0.95,0.37,0.35
形状,0.95,0.37,0.35
新生,0.95,0.37,0.35
新军,0.95,0.37,0.35
详细,1.9,0.18,0.35
香水,0.95,0.37,0.35
下文,0.95,0.37,0.35
下沉,0.95,0.37,0.35
戏称,0.95,0.37,0.35
吸入,0.95,0.37,0.35
吴先生,0.95,0.37,0.35
无穷,0.95,0.37,0.35
未上市,0.95,0.37,0.35
违,0.95,0.37,0.35
危险,0.95,0.37,0.35
完完全全,0.95,0.37,0.35
完毕,0.95,0.37,0.35
外挂,0.95,0.37,0.35
突发,0.95,0.37,0.35
透镜,3.81,0.09,0.35
同轴,0.95,0.37,0.35
调研,0.95,0.37,0.35
挑选,0.95,0.37,0.35
提上,0.95,0.37,0.35
特写,0.95,0.37,0.35
套路,0.95,0.37,0.35
搜狐,0.95,0.37,0.35
顺利完成,0.95,0.37,0.35
双车,0.95,0.37,0.35
数字化,0.95,0.37,0.35
竖,0.95,0.37,0.35
手豪,0.95,0.37,0.35
手缝,0.95,0.37,0.35
收藏,0.95,0.37,0.35
是非,0.95,0.37,0.35
势必,0.95,0.37,0.35
市场营销,0.95,0.37,0.35
实体店,0.95,0.37,0.35
生态,0.95,0.37,0.35
生命,0.95,0.37,0.35
身价,0.95,0.37,0.35
社区,0.95,0.37,0.35
设,0.95,0.37,0.35
奢侈,0.95,0.37,0.35
闪耀,0.95,0.37,0.35
瑞士,0.95,0.37,0.35
全部都是,0.95,0.37,0.35
去过,0.95,0.37,0.35
取而代之,0.95,0.37,0.35
清,0.95,0.37,0.35
前往,0.95,0.37,0.35
签订,0.95,0.37,0.35
汽,0.95,0.37,0.35
期望,0.95,0.37,0.35
拼,0.95,0.37,0.35
捧,0.95,0.37,0.35
跑步,0.95,0.37,0.35
排量车,0.95,0.37,0.35
宁夏,0.95,0.37,0.35
年龄,0.95,0.37,0.35
难忘,0.95,0.37,0.35
男性,0.95,0.37,0.35
纳入,0.95,0.37,0.35
目的地,0.95,0.37,0.35
墨西哥,0.95,0.37,0.35
模特,0.95,0.37,0.35
名气,0.95,0.37,0.35
面向未来,0.95,0.37,0.35
没车,0.95,0.37,0.35
买下,0.95,0.37,0.35
买不起,0.95,0.37,0.35
略微,0.95,0.37,0.35
逻辑,0.95,0.37,0.35
陆地,0.95,0.37,0.35
领导者,0.95,0.37,0.35
灵魂,0.95,0.37,0.35
林希妤,0.95,0.37,0.35
料,0.95,0.37,0.35
链条,0.95,0.37,0.35
联合开发,0.95,0.37,0.35
历史舞台,0.95,0.37,0.35
离家,0.95,0.37,0.35
老爷车,0.95,0.37,0.35
来来来,0.95,0.37,0.35
扩张,0.95,0.37,0.35
跨界版,0.95,0.37,0.35
科学,0.95,0.37,0.35
苛刻,0.95,0.37,0.35
看似,0.95,0.37,0.35
开辟,0.95,0.37,0.35
矩阵式,0.95,0.37,0.35
居,0.95,0.37,0.35
就此,0.95,0.37,0.35
镜头,0.95,0.37,0.35
景色,0.95,0.37,0.35
近些年,0.95,0.37,0.35
紧凑型,22.85,0.02,0.35
介于,0.95,0.37,0.35
解读,0.95,0.37,0.35
结束,1.9,0.18,0.35
节,0.95,0.37,0.35
嘉华,0.95,0.37,0.35
加装,1.9,0.18,0.35
机电,0.95,0.37,0.35
或,26.66,0.01,0.35
画,0.95,0.37,0.35
华纳,0.95,0.37,0.35
蝴蝶,0.95,0.37,0.35
后者,1.9,0.18,0.35
红车,0.95,0.37,0.35
合照,0.95,0.37,0.35
好比,0.95,0.37,0.35
海,0.95,0.37,0.35
归功于,0.95,0.37,0.35
光芒,0.95,0.37,0.35
固然,0.95,0.37,0.35
鼓励,0.95,0.37,0.35
购车,14.28,0.02,0.35
隔,0.95,0.37,0.35
高原,0.95,0.37,0.35
复合,0.95,0.37,0.35
附,0.95,0.37,0.35
俘获,0.95,0.37,0.35
服装,0.95,0.37,0.35
丰田公司,0.95,0.37,0.35
非对称,0.95,0.37,0.35
发觉,0.95,0.37,0.35
二楼,0.95,0.37,0.35
端,0.95,0.37,0.35
灯会,0.95,0.37,0.35
得出,0.95,0.37,0.35
大学生,0.95,0.37,0.35
大力,0.95,0.37,0.35
大开,0.95,0.37,0.35
大号,0.95,0.37,0.35
打滑,0.95,0.37,0.35
触手可及,0.95,0.37,0.35
处在,0.95,0.37,0.35
除非,0.95,0.37,0.35
出国,0.95,0.37,0.35
充,0.95,0.37,0.35
趁,0.95,0.37,0.35
超乎,0.95,0.37,0.35
常态,0.95,0.37,0.35
层出不穷,0.95,0.37,0.35
不已,0.95,0.37,0.35
宾馆,0.95,0.37,0.35
比拼,0.95,0.37,0.35
背书,0.95,0.37,0.35
爆发力,0.95,0.37,0.35
钣件,0.95,0.37,0.35
阿特金,0.95,0.37,0.35
之外,6.67,0.05,0.34
有关,2.86,0.12,0.34
一切,11.43,0.03,0.34
项,5.71,0.06,0.34
停,6.67,0.05,0.34
缺点,2.86,0.12,0.34
牌子,9.52,0.04,0.34
马上,1.9,0.18,0.34
旅行车,15.24,0.02,0.34
路,27.61,0.01,0.34
连,9.52,0.04,0.34
力度,5.71,0.06,0.34
款,15.24,0.02,0.34
卡,3.81,0.09,0.34
红,6.67,0.05,0.34
关系,2.86,0.12,0.34
个性化,5.71,0.06,0.34
高手,0.95,0.35,0.34
分析,5.71,0.06,0.34
防撞,0.95,0.35,0.34
滴,5.71,0.06,0.34
大神,2.86,0.12,0.34
刹车盘,0.95,0.35,0.34
先,22.85,0.01,0.33
位于,5.71,0.06,0.33
同学,6.67,0.05,0.33
帖子,1.9,0.17,0.33
人家,9.52,0.03,0.33
买辆,6.67,0.05,0.33
进口,26.66,0.01,0.33
窄,3.81,0.08,0.32
吸引力,1.9,0.17,0.32
问,13.33,0.02,0.32
文案,0.95,0.34,0.32
天津,0.95,0.34,0.32
所有人,0.95,0.34,0.32
甩,0.95,0.34,0.32
似乎,6.67,0.05,0.32
其他,38.09,0.01,0.32
牛,6.67,0.05,0.32
猛,0.95,0.34,0.32
理解,0.95,0.34,0.32
冷却液,0.95,0.34,0.32
拉皮,0.95,0.34,0.32
紧张,0.95,0.34,0.32
街,1.9,0.17,0.32
管,1.9,0.17,0.32
改善,1.9,0.17,0.32
方案,0.95,0.34,0.32
发,4.76,0.07,0.32
差速器,0.95,0.34,0.32
不让,0.95,0.34,0.32
别扭,0.95,0.34,0.32
边缘,0.95,0.34,0.32
板块,0.95,0.34,0.32
速手,6.67,0.05,0.31
设计师,6.67,0.05,0.31
们,23.8,0.01,0.31
巨大,6.67,0.05,0.31
接下来,2.86,0.11,0.31
缸,8.57,0.04,0.31
谍照,0.95,0.33,0.31
大小,6.67,0.05,0.31
谢谢,0.95,0.31,0.3
想象,5.71,0.05,0.3
线,6.67,0.05,0.3
尾翼,4.76,0.06,0.3
三厢,2.86,0.11,0.3
呢,46.66,0.01,0.3
理想,4.76,0.06,0.3
离合器,6.67,0.05,0.3
雷达,10.47,0.03,0.3
经典,36.18,0.01,0.3
货,0.95,0.31,0.3
换成,2.86,0.1,0.3
环比,5.71,0.05,0.3
国产车,9.52,0.03,0.3
大件,4.76,0.06,0.3
初,6.67,0.05,0.3
嘴,3.81,0.08,0.29
走过,3.81,0.08,0.29
专家,3.81,0.08,0.29
重视,2.86,0.1,0.29
众,1.9,0.15,0.29
天天,3.81,0.08,0.29
手,18.09,0.02,0.29
其实,40.94,0.01,0.29
没法,3.81,0.08,0.29
廉价,2.86,0.1,0.29
节奏,3.81,0.08,0.29
工具,4.76,0.06,0.29
敢,3.81,0.08,0.29
改进,5.71,0.05,0.29
纷纷,0.95,0.31,0.29
大排量,3.81,0.08,0.29
窗玻璃,3.81,0.08,0.29
彩色,3.81,0.08,0.29
坐姿,4.76,0.06,0.28
走低,0.95,0.29,0.28
自吸,0.95,0.29,0.28
铸造,0.95,0.29,0.28
周末,5.71,0.05,0.28
重复,0.95,0.29,0.28
中心,2.86,0.1,0.28
中部,0.95,0.29,0.28
掌控,0.95,0.29,0.28
长相,0.95,0.29,0.28
乍,0.95,0.29,0.28
雨刮器,0.95,0.29,0.28
用处,0.95,0.29,0.28
应,5.71,0.05,0.28
音响系统,5.71,0.05,0.28
一向,5.71,0.05,0.28
一切正常,0.95,0.29,0.28
要么,4.76,0.06,0.28
信,0.95,0.29,0.28
欣慰,0.95,0.29,0.28
小东西,0.95,0.29,0.28
箱子,0.95,0.29,0.28
乡下,0.95,0.29,0.28
熄灭,0.95,0.29,0.28
文章,3.81,0.07,0.28
尾巴,0.95,0.29,0.28
退市,0.95,0.3,0.28
突显,0.95,0.29,0.28
同一,2.86,0.1,0.28
田,0.95,0.3,0.28
讨,0.95,0.29,0.28
水中,0.95,0.29,0.28
市值,0.95,0.29,0.28
市长,0.95,0.29,0.28
润滑,0.95,0.29,0.28
认证,5.71,0.05,0.28
庆幸,0.95,0.29,0.28
清洁,0.95,0.29,0.28
平坦,0.95,0.29,0.28
偏重,0.95,0.29,0.28
排在,0.95,0.29,0.28
爬,0.95,0.29,0.28
内嵌式,0.95,0.29,0.28
内能,0.95,0.29,0.28
